STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;34340500;34;340500;CA 34 Tract 340500;685;211;1;484;0;146;17;1544;1544;773;212;9;486;0;38;26;1544;1398;685;211;1;484;0;0;17;146;88;1;8;2;0;38;9;1570;795;217;19;494;0;45;486;57;2;0;0;0;403;1;0;0;0;7;0;0;0;6;0;5;0;1;0;4;146;105;13;1;0;9;0;0;5;0;0;0;4;8;0;0;0;5;0;0;3;0;0;0;10;1;1;0;8;
IL;080;031;14000;14000;34340600;34;340600;CA 34 Tract 340600;1;899;0;0;0;1;6;907;907;1;899;0;0;0;1;6;907;906;1;899;0;0;0;0;6;1;0;0;0;0;0;1;0;913;2;905;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;34841100;34;841100;CA 34 Tract 841100;334;258;0;6438;3;138;83;7254;7254;401;260;0;6447;2;55;89;7254;7116;334;258;0;6438;1;2;83;138;67;2;0;9;1;53;6;7356;461;298;12;6508;13;64;6426;37;0;0;5;0;6216;62;0;10;2;16;4;3;0;0;0;11;16;17;1;26;138;111;5;3;0;3;0;1;0;0;2;0;0;7;0;0;2;2;0;0;2;0;1;0;9;2;0;0;7;
IL;070;;14000;14000;35;35;;CA 35;1810;13247;41;2313;24;465;338;18238;18238;1981;13354;56;2316;3;138;390;18238;17773;1810;13247;41;2313;3;21;338;465;171;107;15;3;0;117;52;18696;2213;13634;191;2434;18;206;2290;840;6;0;2;0;918;136;2;4;21;220;2;0;7;38;13;21;8;28;0;24;465;236;100;18;5;15;0;3;4;0;7;1;0;30;0;0;0;13;8;0;4;0;5;0;61;16;23;2;20;
IL;080;031;14000;14000;35350100;35;350100;CA 35 Tract 350100;140;1156;1;750;1;46;50;2144;2144;158;1164;1;752;0;12;57;2144;2098;140;1156;1;750;0;1;50;46;18;8;0;2;0;11;7;2206;190;1196;11;780;0;29;747;417;0;0;0;0;148;86;0;3;5;34;1;0;1;25;10;8;3;4;0;2;46;9;14;5;1;3;0;0;2;0;1;0;0;8;0;0;0;5;0;0;1;0;2;0;6;0;1;0;5;
IL;080;031;14000;14000;35350400;35;350400;CA 35 Tract 350400;0;373;0;0;0;12;4;389;389;0;377;8;0;0;0;4;389;377;0;373;0;0;0;0;4;12;0;4;8;0;0;0;0;393;1;381;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;35351000;35;351000;CA 35 Tract 351000;137;2391;2;590;9;55;83;3267;3267;146;2412;3;590;0;26;90;3267;3212;137;2391;2;590;0;9;83;55;9;21;1;0;0;17;7;3382;198;2488;42;612;3;39;586;86;5;0;2;0;421;4;2;0;0;44;0;0;5;2;3;6;0;5;0;1;55;28;11;2;0;6;0;0;1;0;5;0;0;2;0;0;0;2;0;0;0;0;0;0;6;4;1;0;1;
IL;080;031;14000;14000;35351100;35;351100;CA 35 Tract 351100;16;1884;3;5;5;27;20;1960;1960;19;1898;4;5;0;9;25;1960;1933;16;1884;3;5;0;5;20;27;3;14;1;0;0;4;5;1987;27;1921;18;5;0;16;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;14;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;
IL;080;031;14000;14000;35351400;35;351400;CA 35 Tract 351400;29;1356;13;2;0;21;16;1437;1437;33;1363;13;2;0;8;18;1437;1416;29;1356;13;2;0;0;16;21;4;7;0;0;0;8;2;1460;44;1380;19;6;3;8;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;12;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;
IL;080;031;14000;14000;35351500;35;351500;CA 35 Tract 351500;33;197;1;20;0;3;1;255;255;36;197;1;20;0;0;1;255;252;33;197;1;20;0;0;1;3;3;0;0;0;0;0;0;256;37;198;1;20;0;0;20;8;0;0;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;35839200;35;839200;CA 35 Tract 839200;251;1818;15;334;0;77;50;2545;2545;269;1834;16;334;0;37;55;2545;2468;251;1818;15;334;0;0;50;77;18;16;1;0;0;37;5;2614;311;1875;35;348;0;45;333;155;0;0;0;0;136;28;0;0;2;7;0;0;0;4;0;0;1;0;0;0;77;44;15;3;1;1;0;0;0;0;1;0;0;8;0;0;0;1;3;0;2;0;2;0;5;2;2;0;1;
IL;080;031;14000;14000;35839500;35;839500;CA 35 Tract 839500;169;1246;4;79;4;23;20;1545;1545;171;1257;5;79;0;10;23;1545;1522;169;1246;4;79;0;4;20;23;2;11;1;0;0;6;3;1570;177;1276;17;84;3;13;78;33;0;0;0;0;21;3;0;0;0;5;0;0;0;2;0;0;0;5;0;9;23;13;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
IL;080;031;14000;14000;35839600;35;839600;CA 35 Tract 839600;74;1768;1;18;1;64;26;1952;1952;90;1789;3;18;1;15;36;1952;1888;74;1768;1;18;1;0;26;64;16;21;2;0;0;15;10;1997;110;1820;19;21;3;24;16;2;0;0;0;0;5;3;0;0;1;3;0;0;0;1;0;0;1;0;0;0;64;38;14;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;4;0;5;
IL;080;031;14000;14000;35842000;35;842000;CA 35 Tract 842000;961;1058;1;515;4;137;68;2744;2744;1059;1063;2;516;2;21;81;2744;2607;961;1058;1;515;2;2;68;137;98;5;1;1;0;19;13;2831;1118;1099;19;557;6;32;503;138;1;0;0;0;176;12;0;1;13;120;1;0;1;4;0;7;3;14;0;12;137;76;17;4;0;0;0;0;0;0;0;0;0;12;0;0;0;5;5;0;1;0;1;0;28;10;15;0;3;
IL;070;;14000;14000;36;36;;CA 36;122;5567;17;35;10;87;80;5918;5918;139;5603;19;35;2;32;88;5918;5831;122;5567;17;35;2;8;80;87;17;36;2;0;0;24;8;6018;189;5683;52;46;2;46;35;9;0;0;1;0;11;5;0;1;1;1;0;0;0;0;0;0;1;3;0;2;87;51;22;0;0;6;0;0;0;0;4;0;2;2;1;0;0;0;0;0;0;0;1;0;6;1;0;0;5;
IL;080;031;14000;14000;36360200;36;360200;CA 36 Tract 360200;8;1390;1;3;4;23;14;1443;1443;13;1396;3;3;2;10;16;1443;1420;8;1390;1;3;2;2;14;23;5;6;2;0;0;8;2;1460;21;1410;7;6;2;14;3;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;18;1;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;
IL;080;031;14000;14000;36836400;36;836400;CA 36 Tract 836400;88;2751;9;26;6;54;45;2979;2979;99;2781;9;26;0;15;49;2979;2925;88;2751;9;26;0;6;45;54;11;30;0;0;0;9;4;3038;126;2826;32;32;0;22;26;8;0;0;1;0;5;4;0;1;0;1;0;0;0;0;0;0;1;3;0;2;54;24;21;0;0;4;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;4;
IL;080;031;14000;14000;36836500;36;836500;CA 36 Tract 836500;26;1426;7;6;0;10;21;1496;1496;27;1426;7;6;0;7;23;1496;1486;26;1426;7;6;0;0;21;10;1;0;0;0;0;7;2;1520;42;1447;13;8;0;10;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
IL;070;;14000;14000;37;37;;CA 37;47;2651;0;7;0;132;39;2876;2876;66;2662;1;7;0;98;42;2876;2744;47;2651;0;7;0;0;39;132;19;11;1;0;0;98;3;2920;75;2702;29;8;3;103;7;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;132;112;10;3;2;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
IL;080;031;14000;14000;37835500;37;835500;CA 37 Tract 835500;40;1563;0;7;0;40;27;1677;1677;52;1570;1;7;0;19;28;1677;1637;40;1563;0;7;0;0;27;40;12;7;1;0;0;19;1;1707;58;1598;20;7;3;21;7;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;40;31;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
IL;080;031;14000;14000;37835600;37;835600;CA 37 Tract 835600;7;1088;0;0;0;92;12;1199;1199;14;1092;0;0;0;79;14;1199;1107;7;1088;0;0;0;0;12;92;7;4;0;0;0;79;2;1213;17;1104;9;1;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;81;5;0;2;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;070;;14000;14000;38;38;;CA 38;391;20645;33;57;21;395;387;21929;21929;475;20799;35;59;2;100;459;21929;21534;391;20645;33;57;2;19;387;395;84;154;2;2;0;81;72;22451;694;21199;208;122;25;203;56;10;0;0;0;0;16;12;0;0;4;8;1;0;0;3;0;0;1;0;0;1;395;180;127;18;8;25;0;7;6;1;8;0;3;14;1;1;0;4;0;0;2;3;3;0;23;1;2;1;19;
IL;080;031;14000;14000;38380100;38;380100;CA 38 Tract 380100;55;1763;2;5;0;55;44;1924;1924;64;1787;2;5;0;12;54;1924;1869;55;1763;2;5;0;0;44;55;9;24;0;0;0;12;10;1985;89;1829;20;16;4;27;5;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;55;22;19;3;3;6;0;4;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
IL;080;031;14000;14000;38380200;38;380200;CA 38 Tract 380200;20;1591;9;3;3;16;38;1680;1680;22;1596;9;3;0;11;39;1680;1664;20;1591;9;3;0;3;38;16;2;5;0;0;0;8;1;1728;48;1634;29;4;0;13;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;16;11;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;38380500;38;380500;CA 38 Tract 380500;0;723;2;0;0;13;14;752;752;3;733;2;0;0;0;14;752;739;0;723;2;0;0;0;14;13;3;10;0;0;0;0;0;769;10;747;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;
IL;080;031;14000;14000;38380700;38;380700;CA 38 Tract 380700;23;1165;0;2;1;28;24;1243;1243;29;1177;0;3;0;6;28;1243;1215;23;1165;0;2;0;1;24;28;6;12;0;1;0;5;4;1274;44;1201;11;8;0;10;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;28;9;14;0;0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
IL;080;031;14000;14000;38381200;38;381200;CA 38 Tract 381200;17;2053;0;6;4;37;50;2167;2167;23;2071;1;6;2;8;56;2167;2130;17;2053;0;6;2;2;50;37;6;18;1;0;0;6;6;2228;45;2126;32;12;3;10;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;10;16;1;0;4;0;1;0;0;3;0;0;4;0;1;0;3;0;0;0;0;0;0;2;0;0;0;2;
IL;080;031;14000;14000;38381400;38;381400;CA 38 Tract 381400;9;1574;2;0;4;8;15;1612;1612;11;1578;2;0;0;5;16;1612;1604;9;1574;2;0;0;4;15;8;2;4;0;0;0;1;1;1632;17;1594;10;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;5;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;38381500;38;381500;CA 38 Tract 381500;2;217;0;0;0;14;4;237;237;8;220;0;0;0;3;6;237;223;2;217;0;0;0;0;4;14;6;3;0;0;0;3;2;243;10;226;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;
IL;080;031;14000;14000;38381700;38;381700;CA 38 Tract 381700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;38381800;38;381800;CA 38 Tract 381800;26;1097;2;2;1;37;23;1188;1188;33;1111;3;2;0;14;25;1188;1151;26;1097;2;2;0;1;23;37;7;14;1;0;0;13;2;1214;42;1136;11;7;0;18;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;18;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;
IL;080;031;14000;14000;38381900;38;381900;CA 38 Tract 381900;55;1191;1;7;1;26;14;1295;1295;62;1197;1;7;0;10;18;1295;1269;55;1191;1;7;0;1;14;26;7;6;0;0;0;9;4;1317;73;1213;5;8;3;15;7;4;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;26;11;8;1;1;4;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
IL;080;031;14000;14000;38835700;38;835700;CA 38 Tract 835700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;38835800;38;835800;CA 38 Tract 835800;31;1474;7;2;0;30;32;1576;1576;42;1481;7;2;0;4;40;1576;1546;31;1474;7;2;0;0;32;30;11;7;0;0;0;4;8;1624;57;1513;23;11;9;11;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;30;23;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;38835900;38;835900;CA 38 Tract 835900;46;3112;1;7;3;54;48;3271;3271;53;3135;1;7;0;16;59;3271;3217;46;3112;1;7;0;3;48;54;7;23;0;0;0;13;11;3338;71;3191;20;11;5;40;7;1;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;54;23;15;4;2;3;0;0;1;0;2;0;0;3;0;0;0;0;0;0;1;0;2;0;4;0;1;0;3;
IL;080;031;14000;14000;38836000;38;836000;CA 38 Tract 836000;53;2046;4;14;3;30;27;2177;2177;60;2060;4;14;0;6;33;2177;2147;53;2046;4;14;0;3;27;30;7;14;0;0;0;3;6;2211;74;2090;16;18;0;13;14;0;0;0;0;0;7;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;30;10;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;
IL;080;031;14000;14000;38843600;38;843600;CA 38 Tract 843600;54;2639;3;9;1;47;54;2807;2807;65;2653;3;10;0;5;71;2807;2760;54;2639;3;9;0;1;54;47;11;14;0;1;0;4;17;2888;114;2699;17;24;1;33;10;1;0;0;0;0;5;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;47;28;8;3;0;1;0;0;0;1;0;0;0;5;0;0;0;1;0;0;0;3;1;0;2;0;0;1;1;
IL;070;;14000;14000;39;39;;CA 39;2942;12821;17;973;64;542;482;17841;17841;3151;12963;27;975;4;176;545;17841;17299;2942;12821;17;973;4;60;482;542;209;142;10;2;0;116;63;18488;3527;13377;168;1141;23;252;957;216;8;0;0;2;335;55;0;4;51;179;0;1;6;31;4;16;8;12;4;25;542;229;94;33;17;29;0;9;8;1;10;1;0;90;9;1;19;33;3;0;7;5;13;0;50;20;5;0;25;
IL;080;031;14000;14000;39390100;39;390100;CA 39 Tract 390100;44;1151;0;12;9;29;23;1268;1268;51;1158;1;13;2;12;31;1268;1239;44;1151;0;12;2;7;23;29;7;7;1;1;0;5;8;1299;75;1180;1;26;3;14;13;5;0;0;0;1;2;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;29;9;4;3;0;6;0;6;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;0;1;0;0;0;1;
IL;080;031;14000;14000;39390200;39;390200;CA 39 Tract 390200;130;1534;2;57;8;69;40;1840;1840;149;1555;3;57;0;28;48;1840;1771;130;1534;2;57;0;8;40;69;19;21;1;0;0;20;8;1902;179;1597;18;73;2;33;51;10;0;0;0;0;22;2;0;0;2;1;0;0;0;4;0;0;1;8;0;1;69;31;22;10;0;4;0;0;0;0;4;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;39390300;39;390300;CA 39 Tract 390300;71;2561;2;15;3;40;51;2743;2743;77;2581;6;15;0;9;55;2743;2703;71;2561;2;15;0;3;51;40;6;20;4;0;0;6;4;2805;105;2630;10;29;5;26;13;10;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;40;18;14;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;2;
IL;080;031;14000;14000;39390400;39;390400;CA 39 Tract 390400;140;2631;4;21;6;55;77;2934;2934;159;2654;4;22;0;13;82;2934;2879;140;2631;4;21;0;6;77;55;19;23;0;1;0;7;5;3032;207;2725;32;38;7;23;21;4;0;0;0;0;7;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;55;25;13;2;0;4;0;0;2;0;2;0;0;2;1;0;0;0;1;0;0;0;0;0;9;1;0;0;8;
IL;080;031;14000;14000;39390500;39;390500;CA 39 Tract 390500;355;1086;2;60;1;49;45;1598;1598;366;1101;2;60;0;19;50;1598;1549;355;1086;2;60;0;1;45;49;11;15;0;0;0;18;5;1656;401;1138;20;74;0;23;56;13;5;0;0;0;18;7;0;0;1;4;0;0;0;5;0;1;1;1;0;0;49;12;9;2;3;4;0;1;3;0;0;0;0;9;0;1;1;5;0;0;2;0;0;0;10;3;4;0;3;
IL;080;031;14000;14000;39390600;39;390600;CA 39 Tract 390600;843;766;1;113;12;59;72;1866;1866;869;774;2;113;0;26;82;1866;1807;843;766;1;113;0;12;72;59;26;8;1;0;0;14;10;1956;936;824;15;144;1;36;113;26;0;0;0;1;51;3;0;3;4;11;0;0;3;4;1;2;1;2;0;1;59;33;4;3;1;0;0;0;0;0;0;0;0;14;2;0;0;7;0;0;0;0;5;0;4;1;0;0;3;
IL;080;031;14000;14000;39390700;39;390700;CA 39 Tract 390700;1359;3092;6;695;25;241;174;5592;5592;1480;3140;9;695;2;69;197;5592;5351;1359;3092;6;695;2;23;174;241;121;48;3;0;0;46;23;5838;1624;3283;72;757;5;97;690;148;3;0;0;0;234;42;0;1;43;153;0;1;3;15;1;13;5;1;4;23;241;101;28;11;13;9;0;2;1;1;4;1;0;57;6;0;18;13;2;0;5;5;8;0;22;13;1;0;8;
IL;070;;14000;14000;40;40;;CA 40;87;11370;13;12;2;104;129;11717;11717;96;11439;14;12;0;20;136;11717;11613;87;11370;13;12;0;2;129;104;9;69;1;0;0;18;7;11870;155;11573;50;42;6;44;12;2;0;0;0;0;5;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;104;23;39;7;5;8;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;1;0;21;
IL;080;031;14000;14000;40400300;40;400300;CA 40 Tract 400300;8;1522;0;2;1;20;14;1567;1567;9;1540;0;2;0;2;14;1567;1547;8;1522;0;2;0;1;14;20;1;18;0;0;0;1;0;1581;14;1554;5;6;0;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;
IL;080;031;14000;14000;40400400;40;400400;CA 40 Tract 400400;10;1898;2;2;0;17;26;1955;1955;11;1911;2;2;0;3;26;1955;1938;10;1898;2;2;0;0;26;17;1;13;0;0;0;3;0;1992;28;1936;16;5;2;5;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;
IL;080;031;14000;14000;40400500;40;400500;CA 40 Tract 400500;12;2194;1;2;0;25;24;2258;2258;12;2202;2;2;0;13;27;2258;2233;12;2194;1;2;0;0;24;25;0;8;1;0;0;13;3;2287;24;2229;4;9;2;19;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;9;7;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;
IL;080;031;14000;14000;40400800;40;400800;CA 40 Tract 400800;8;2644;7;2;1;9;30;2701;2701;9;2651;7;2;0;1;31;2701;2692;8;2644;7;2;0;1;30;9;1;7;0;0;0;0;1;2734;24;2682;10;5;1;12;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;3;
IL;080;031;14000;14000;40834500;40;834500;CA 40 Tract 834500;7;1437;1;0;0;12;18;1475;1475;9;1447;1;0;0;0;18;1475;1463;7;1437;1;0;0;0;18;12;2;10;0;0;0;0;0;1493;11;1465;12;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;6;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;080;031;14000;14000;40836100;40;836100;CA 40 Tract 836100;42;1675;2;4;0;21;17;1761;1761;46;1688;2;4;0;1;20;1761;1740;42;1675;2;4;0;0;17;21;4;13;0;0;0;1;3;1783;54;1707;3;15;1;3;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5;12;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;070;;14000;14000;41;41;;CA 41;11992;7815;37;3185;95;1626;931;25681;25681;12881;7921;64;3207;2;505;1101;25681;24055;11992;7815;37;3185;2;93;931;1626;889;106;27;22;0;412;170;26945;13798;8481;301;3693;23;649;3173;576;22;0;5;2;1503;144;0;7;184;440;2;5;8;64;8;78;49;44;2;30;1626;815;151;77;21;120;12;27;9;15;23;30;4;299;59;7;43;91;19;1;46;8;22;3;143;73;19;0;51;
IL;080;031;14000;14000;41410100;41;410100;CA 41 Tract 410100;499;948;6;141;9;150;49;1802;1802;544;966;6;145;0;80;61;1802;1652;499;948;6;141;0;9;49;150;45;18;0;4;0;71;12;1868;584;997;19;174;3;91;143;43;0;0;0;0;58;5;0;0;3;16;2;0;1;4;1;1;6;1;0;2;150;90;9;2;5;7;0;5;1;0;0;1;0;23;4;1;1;8;2;0;6;0;1;0;14;8;0;0;6;
IL;080;031;14000;14000;41410200;41;410200;CA 41 Tract 410200;679;318;0;268;8;120;50;1443;1443;762;321;0;268;0;30;62;1443;1323;679;318;0;268;0;8;50;120;83;3;0;0;0;22;12;1521;818;350;19;297;0;37;267;32;2;0;0;0;151;5;0;0;15;45;0;0;1;3;0;1;0;8;1;3;120;45;14;1;1;8;0;4;1;2;0;1;0;42;9;0;23;7;1;0;2;0;0;0;9;2;1;0;6;
